epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
5,0.986416651706,0.0192764291175,0.0412312627211,0.0354390836538,0.988799971342,0.0145526083384,0.0368956577964,0.0290157058369
6,0.991516645948,0.0124551346508,0.035025018348,0.0261849414666,0.991499962807,0.0126898655167,0.0326519195363,0.0254894176591
7,0.993799981276,0.00937918147732,0.0312235311419,0.0216188053802,0.993299965858,0.00984291569097,0.0291577966139,0.0212727716658
8,0.995183310409,0.00738655540394,0.0277694642233,0.018272185068,0.993299967051,0.00857763075473,0.0259457060695,0.0187483473402
